ubigeo,departamento,dom_Geo,provincia,distrito,total_electoral,total_ausentismo,porc_Ausentismo,ord_Ausentismo,dic_Ausentismo,porc_hogares_sin_medios,IDH,alfabetismo,partidoGanador,porc_2_NBI,GINI
040304,Arequipa,Sur,Caravelí,Atiquipa,454.0,74.0,16.299559,1.0,0.0,58.43,0.63918656,95.57377,FUERZA 2011,12.65,0.29
040305,Arequipa,Sur,Caravelí,Bella Unión,1124.0,172.0,15.302491,1.0,0.0,81.93,0.6223611,94.495674,FUERZA 2011,15.15,0.3
040306,Arequipa,Sur,Caravelí,Cahuacho,616.0,174.0,28.246754,3.0,1.0,97.06,0.5885233,86.43791,FUERZA 2011,21.01,0.28
040307,Arequipa,Sur,Caravelí,Chala,2842.0,431.0,15.165377,1.0,0.0,35.55,0.6496668,96.926056,FUERZA 2011,28.05,0.3
040308,Arequipa,Sur,Caravelí,Chaparra,1458.0,256.0,17.558298,1.0,0.0,93.37,0.633398,96.488716,FUERZA 2011,53.76,0.27
040309,Arequipa,Sur,Caravelí,Huanuhuanu,617.0,104.0,16.855753,1.0,0.0,94.65,0.6091747,94.948395,GANA PERU,36.4,0.28
040310,Arequipa,Sur,Caravelí,Jaqui,1184.0,225.0,19.003378,2.0,0.0,94.82,0.6240382,94.1968,FUERZA 2011,21.33,0.3
040311,Arequipa,Sur,Caravelí,Lomas,742.0,97.0,13.072776,1.0,0.0,82.23,0.6537025,98.74142,FUERZA 2011,26.65,0.29
040312,Arequipa,Sur,Caravelí,Quicacha,1015.0,171.0,16.84729,1.0,0.0,97.95,0.60565645,92.18009,FUERZA 2011,25.2,0.29
040313,Arequipa,Sur,Caravelí,Yauca,1238.0,197.0,15.912763,1.0,0.0,50.5,0.6348527,94.46773,FUERZA 2011,15.63,0.32
040401,Arequipa,Sur,Castilla,Aplao,6706.0,888.0,13.241873,1.0,0.0,51.16,0.6236815,94.32019,GANA PERU,10.31,0.31
040402,Arequipa,Sur,Castilla,Andagua,846.0,186.0,21.985815,2.0,1.0,97.16,0.5768524,87.71368,GANA PERU,40.9,0.29
